"VideoURL";"Speaker";"AvailableSubtitlesCount";"Duraton";"TimeFilmed";"TalkViewsCount";"TalkCommentsCount"
"https://www.ted.com/talks/stephanie_busari_how_fake_news_does_real_harm";"Stephanie Busari";"16";" 6:26";"Feb 2017";"606,434";"46"
"https://www.ted.com/talks/steven_johnson_how_play_leads_to_great_inventions";"Steven Johnson";"36";" 7:25";"Oct 2016";"1,058,206";"41"
"https://www.ted.com/talks/steven_levitt_analyzes_crack_economics";"Steven Levitt";"25";"21:15";"Feb 2004";"2,769,477";"94"
"https://www.ted.com/talks/stuart_russell_how_ai_might_make_us_better_people";"Stuart Russell";"1";"17:35";"Apr 2017";"421,449";"57"
"https://www.ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate";"Suzanne Barakat";"23";"14:48";"Oct 2016";"1,054,982";"117"
"https://www.ted.com/talks/tania_simoncelli_should_you_be_able_to_patent_a_human_gene";"Tania Simoncelli";"22";"18:05";"Nov 2014";"1,045,471";"64"
"https://www.ted.com/talks/tasos_frantzolas_everything_you_hear_on_film_is_a_lie";"Tasos Frantzolas";"26";"16:33";"Feb 2016";"1,162,256";"16"
"https://www.ted.com/talks/ted_halstead_a_climate_solution_where_all_sides_can_win";"Ted Halstead";"1";"13:07";"Apr 2017";"175,583";"83"
"https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world";"Thomas Peschak";"30";"10:10";"Oct 2015";"876,411";"36"
"https://www.ted.com/talks/thomas_suarez_a_12_year_old_app_developer";"Thomas Suarez";"38";" 4:40";"Oct 2011";"5,880,680";"306"
"https://www.ted.com/talks/tim_harford_how_messy_problems_can_inspire_creativity";"Tim Harford";"31";"15:32";"Sep 2015";"2,320,134";"41"
"https://www.ted.com/talks/tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines";"Tim Leberecht";"22";"11:44";"Jun 2016";"1,305,915";"23"
"https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator";"Tim Urban";"40";"14:03";"Feb 2016";"12,768,602";"293"
"https://www.ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage";"Tiq Milan

Kim Katrin Milan";"13";"17:07";"Oct 2016";"1,046,587";"47"
"https://www.ted.com/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator";"Todd Scott";"14";" 5:22";"Jan 2017";"653,299";"11"
"https://www.ted.com/talks/tony_robbins_asks_why_we_do_what_we_do";"Tony Robbins";"35";"21:45";"Feb 2006";"19,813,472";"667"
"https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative";"Tshering Tobgay";"27";"18:54";"Feb 2016";"1,820,288";"86"
"https://www.ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family";"Veerle Provoost";"22";"12:26";"Jun 2016";"987,490";"35"
"https://www.ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores";"Victor Rios";"22";"11:53";"Nov 2015";"1,092,324";"39"
"https://www.ted.com/talks/wael_ghonim_let_s_design_social_media_that_drives_real_change";"Wael Ghonim";"28";"13:34";"Dec 2015";"1,265,688";"65"
"https://www.ted.com/talks/wendy_troxel_why_school_should_start_later_for_teens";"Wendy Troxel";"4";"10:33";"Nov 2016";"216,328";"43"
"https://www.ted.com/talks/yanis_varoufakis_capitalism_will_eat_democracy_unless_we_speak_up";"Yanis Varoufakis";"33";"19:51";"Dec 2015";"2,171,610";"294"
"https://www.ted.com/talks/yoav_medan_ultrasound_surgery_healing_without_cuts";"Yoav Medan";"31";"16:13";"Oct 2011";"689,212";"417"
"https://www.ted.com/talks/yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide";"Yuval Noah Harari

Chris Anderson";"11";"1h  0m";"Feb 2017";"767,355";"325"
"https://www.ted.com/talks/ze_frank_s_nerdcore_comedy";"Ze Frank";"26";"18:56";"Feb 2004";"6,004,511";"183"
